our_company_id,store_name,sl_merchant_name,domain,city,state,sl_country,sl_location,icp_tier,has_email_already,num_phones,primary_phone,additional_phones
c4e96587-02a7-482e-bae0-97f57f188966,Aluna's Vintage,Aluna's Vintage,alunasvintage.com,Belfast,Maine,US,"Belfast, ME 04915, USA",,yes,0,,
abbcc116-66f7-49e4-b9e6-83e710d1d7c3,Always Fabulous Boutique,,alwaysfabulousboutique.com,Redondo Beach,California,,,,no,0,,
9daaf5b8-9373-4716-b2ff-eb41aed993a9,Always Guarded Boutique,Always Guarded Boutique,alwaysguardedboutique.com,Whittier,California,US,"Whittier, CA, USA",,yes,0,,
1e9d7163-4c7b-43a9-894a-4d20a487d13f,Always In Bloom Clothing Co,Always In Bloom Clothing Co,alwaysinbloomclothing.com,Parkville,Missouri,US,"Parkville, MO, USA",,yes,0,,
f630df61-e8b1-424c-a9ae-0a21857bf74e,Alynauve-Boutique,Alynauve-Boutique,alynauve.myshopify.com,Riverside,California,US,"Riverside, CA, USA",,yes,0,,
da84d996-57af-48fb-a713-c4a7bdcdd470,Alys Shoppe,,alysshoppe.com,Alys Beach,Florida,,,,yes,1,+1 850-213-5550:+1 850-290-0416,
68ad4649-a13f-4400-9216-d35a8abef86f,Alysa Rene Boutique,Alysa Rene Boutique,alysarene.com,Leawood,Kansas,US,"Leawood, KS, USA",,yes,1,913-906-9477,
28a05a79-cac0-4185-b39f-aeffc028b631,Alyssa May Design,Alyssa May Design,alyssa-may-design.com,Greenville,Ohio,US,"Greenville, OH 45331, USA",,yes,0,,
fe954d30-4dfb-4944-8d1f-f65f5d2a6acc,Amaiya Boutique,Amaiya Boutique,amaiyaboutique.com,Woodbridge Township,New Jersey,US,"Colonia, Woodbridge Township, NJ 07067, USA",,yes,0,,
3364a4fb-a5f7-470d-a4e6-00881ef456b2,Amalfi Shop,Amalfi Shop,shopamalfipr.com,,,US,"San Juan, Puerto Rico",,yes,0,,
b8c10284-2b18-4d31-96a4-4cdbff997d2b,Amanda Boutique,,amanda-boutique.com,Dover,Delaware,,,,yes,1,+1 888-432-8821,
12198ef1-4e63-494f-b93f-8c8f4c836d1e,Amanda Jean NYC,Amanda Jean NYC,amandajeannyc.com,,New York,US,"Brooklyn, NY, USA",,yes,0,,
dd8bb738-16f6-403b-8653-dd2e9f0fb306,"Amanda Moore and Company, LLC","Amanda Moore and Company, LLC",amandamooreandcompany.com,Cushing,Oklahoma,US,"Cushing, OK 74023, USA",,no,0,,
727b08ba-1df1-471e-a09b-38eb234a6043,Amanda's Boutique,,amandaboutiques.com,Wilmington,Delaware,,,,yes,0,,
a242f7e7-c6ad-468c-8ff6-4031cf6adfc7,Amano,Amano,amanogoods.com,Los Angeles,California,US,"Los Angeles, CA, USA",,no,0,,
ebc3d40b-1e3f-46da-829b-38f3e0de8746,Amantine,,amantine.com,Hiawassee,Georgia,,,,yes,1,+1 828-516-5524,
b36d7a74-d381-49c1-ae59-e9f884565a5d,Amare BoutiqueShop,Amare BoutiqueShop,amareboutiqueshop.com,,,US,"Camuy, Puerto Rico",,yes,1,939-585-3981,
8e80e14b-1591-4678-9943-7e09a671c791,Amare Dynasty,Amare Dynasty,amaredynasty.com,Tamarac,Florida,US,"Tamarac, FL, USA",,yes,0,,
4fd31022-6ee5-4b6e-96ea-b3a5ce02dd18,Amaris Boutique,,shop.amarisboutique.net,Lakewood,Colorado,,,,yes,0,,
55a45a51-e0f3-4229-8ccb-64a1460def58,Amarylis VIP Boutique,Amarylis VIP Boutique,amarylisvipboutique.com,St. Cloud,Florida,US,"St Cloud, FL, USA",,yes,0,,
8554ad0f-5aa7-4fb4-919b-df83da782172,Amaryllis and Main Boutique,Amaryllis and Main Boutique,amaryllisandmain.com,Acworth,Georgia,US,"Acworth, GA, USA",,yes,1,678-383-6530,
2483c7d4-11cc-4cdc-877d-fedfc2da60b3,Amayahs Boutique,,amayahsboutique.shop,Frederick,Maryland,,,,yes,1,+1 844-262-9247,
d25e9cdc-9270-4e81-81ef-fdc8a998e12e,Amazin Trendz,Amazin Trendz,amazintrendz.com,Snellville,Georgia,US,"Snellville, GA, USA",,yes,1,470.422.6506,
7bce3924-c8d7-4c28-860a-d37f9710e681,Amazing Brides Couture,,amazingbridescouture.com,Boca Raton,Florida,,,,yes,1,+1 561-372-9377,
59bf9755-1038-4c78-bbbc-db8f0d93aaa4,Amazing Green Boutique,Amazing Green Boutique,amazinggreenboutique.com,New York,New York,US,"New York, NY, USA",,yes,1,(646) 596-2561,
eb0a3c20-d398-4084-861a-f77fe9a2aca5,Amazonia Beachwear Official,Amazonia Beachwear Official,amazoniabeachwear.com,Imperial Beach,California,US,"Imperial Beach, CA, USA",,no,0,,
174e40f0-ffac-41c9-bb4a-d25307f014ec,Amber Jade Boutique: Wholesale Felties,Amber Jade Boutique: Wholesale Felties,wholesalefelties.com,Northville,Michigan,US,"Northville, MI, USA",,no,0,,
04bdb9cd-953f-477f-a19d-6031fe66a668,Amber Moon,,shopambermoon.com,Los Angeles,California,,,,yes,0,,
1b5d7e91-4718-487c-a314-3806d6668cc0,Amber Moon Boutique,Amber Moon Boutique,ambermoonboutique.com,Santa Cruz,California,US,"Santa Cruz, CA, USA",,yes,1,(831) 515-7844,
a8227403-a69b-48a3-89ef-7957dba86775,AmbicaNYC,AmbicaNYC,ambicanyc.com,Fremont,California,US,"Fremont, CA, USA",,yes,0,,
0ff735e6-1649-4284-b71c-7d911ebb316e,Ambitious Creations Boutique,Ambitious Creations Boutique,ambitiouscreationsboutique.com,Carencro,Louisiana,US,"Carencro, LA, USA",,yes,0,,
f8c9f49a-e2d3-4668-bc33-2c9e2ac00bb3,Ambitious Kids,Ambitious Kids,ambitiouskids.com,St. Louis Park,Minnesota,US,"St Louis Park, MN, USA",,no,1,612-910-4256,
f5253d7c-e1c5-45a8-893c-a6a5e8e2205b,Amein Boutique,Amein Boutique,amein-boutique.myshopify.com,Hialeah,Florida,US,"Hialeah, FL, USA",,yes,1,843-568-0129,
e83fa5f1-cff1-40fa-aa54-351122e30476,Amelia Boutique California,Amelia Boutique California,amelia-boutique-california.com,Sheridan,Wyoming,US,"Sheridan, WY 82801, USA",,yes,0,,
a1cd44af-e597-4df8-b722-10ea6931ae85,Amelia Claire Boutique,Amelia Claire Boutique,ameliaclaireboutique.com,Watertown,Massachusetts,US,"Watertown, MA, USA",,yes,1,+1 (531) 253-3619,
546c5f37-9f83-47fe-a60e-d10d720beed3,Amelia's Closet Children's Boutique,Amelia's Closet Children's Boutique,ameliasclosetboutique.com,Buckley,Illinois,US,"Buckley, IL 60918, USA",,no,0,,
8e541c29-f999-4dd8-844e-4fae88eea6d0,Amelia's Jewelry Box,Amelia's Jewelry Box,ameliasjewelrybox.com,Dalzell,South Carolina,US,"Dalzell, SC, USA",,yes,3,8039835970,803-406-9157 | 803-840-3862
d480277a-3187-412a-876c-e2fd8b8482ec,AmeliaBlueBoutique,AmeliaBlueBoutique,ameliablueboutique.com,Wiggins,Mississippi,US,"Wiggins, MS 39577, USA",,no,0,,
ba7b0e95-e2dd-4a9d-8096-306184f1ac3c,Amelias,Amelias,ameliasks.com,Hutchinson,Kansas,US,"Hutchinson, KS, USA",,no,1,620-728-1414,
6a30f24d-fc58-4648-82e6-245ee4d0d3e2,Amelia’s Apparel,Amelia’s Apparel,ameliasonmain.com,Madison,Georgia,US,"Madison, GA 30650, USA",,yes,2,706-342-2986,706-850-6373
e2cc552b-568a-4348-81fc-8ce456d73c2a,Amema.us,Amema.us,amema.us,San Antonio,Texas,US,"San Antonio, TX, USA",,yes,0,,
c75b7b87-7862-4811-8b8e-22588a5a0050,American Backcountry,,americanbackcountry.com,Asheville,North Carolina,,,,yes,1,+1 828-424-7490:+1 828-684-2690,
266dca72-2928-43cd-8f2e-a68d512a0cdb,American Belle Clothing,American Belle Clothing,americanbelleclothing.com,Janesville,Wisconsin,US,"Janesville, WI, USA",,no,0,,
d995784a-46e6-407a-b1bb-29038084db8e,American Crew,American Crew,www.americancrew.com,New York,Active,US,"New York, NY, USA",,yes,4,704-916-0601,844-718-6403 | +1.212.527.4000 | 1-800-598-2739
7d3f2a63-2420-407b-ac43-07d2f339bbc1,American Elegance,American Elegance,americanelegance.shop,Mountain City,Tennessee,US,"Mountain City, TN 37683, USA",,yes,0,,
fb88bef1-676f-4687-8cb0-753bb83cbc48,American Giant,American Giant,www.american-giant.com,San Francisco,Active,US,"San Francisco, CA, USA",,yes,0,,
446aecbe-aca8-4a3d-9e2b-17c5be567e4d,American Hat Makers,American Hat Makers,americanhatmakers.com,Emory,Active,US,"Emory, TX 75440, USA",,yes,1,831-722-3324,
2781f18e-9ec1-4be4-8c20-3ff688bbb0bf,American Highway,American Highway,american-hwy.com,Seal Beach,California,US,"Seal Beach, CA, USA",,yes,2,1 (714) 452-1924,1 (855) 717-3963
64594c61-6886-44d9-8569-6849bf41bbdc,American Honey Boutique,American Honey Boutique,shopamericanhoneyboutique.com,Athens,Pennsylvania,US,"Athens, PA 18810, USA",,yes,0,,
6b3846f7-25aa-451e-9963-943778d038ff,American Marie,American Marie,americanmarie.com,Hopkinton,New Hampshire,US,"Hopkinton, NH, USA",,yes,0,,
5ff373a2-775f-4b82-acc2-0d736f196d0a,American Park Apparel,,americanparkapparel.com,New Hampton,Iowa,,,,no,0,,
8527a6e1-aea8-4ca5-acd0-21b267e8a931,American Recycled Clothing Wholesale,American Recycled Clothing Wholesale,americanrecycled.clothing,Gardena,California,US,"Gardena, CA, USA",,no,1,(310) 329-9933,
6520373a-f99f-4499-9f39-a3a8a783e4c8,American Resale Company,American Resale Company,americanresalecompany.com,North Providence,Rhode Island,US,"North Providence, RI, USA",,yes,0,,
2b34db39-707f-42d2-a95a-472c178e1aea,American Vintage Mfg Co.,American Vintage Mfg Co.,avmfc.com,Los Angeles,California,US,"Chatsworth, Los Angeles, CA, USA",,yes,0,,
210e3984-25e7-444a-a8f6-ef1e69871951,Amerinkas Native Art,Amerinkas Native Art,amerinkas.com,Chicago,Illinois,US,"Chicago, IL, USA",,no,0,,
fa3ffd58-9f38-404c-8808-b1fd45890d40,Amethyst Lullabies,Amethyst Lullabies,amethystlullabies.com,Royal Oak,Michigan,US,"Royal Oak, MI, USA",,yes,0,,
ee4dbebd-378d-446d-bb3b-183b93a1dfad,Ametora,Ametora,ametoravintage.com,San Francisco,California,US,"San Francisco, CA, USA",,yes,0,,
bd0918ef-54b1-4e33-811b-be00ad12f49e,Amia Boutique,Amia Boutique,amiaboutique.com,La Salle,Illinois,US,"La Salle, IL, USA",,yes,1,815-719-5007,
f28eb7a1-2766-458a-b5cb-11836458fcb4,Amina Rubinacci,Amina Rubinacci,aminarubinaccinc.com,Charlotte,North Carolina,US,"Charlotte, NC, USA",,yes,1,704.817.9247,
6adc7c9b-b24d-4f57-a60f-d3fa0de391fd,Amira's Boutique,,amiras.us,,,,,,no,1,+1 787-802-4190,
52b4fb4e-527f-4f20-b4e1-ae455487ff43,Amity Alexandra,Amity Alexandra,amityalexandra.com,Broomfield,Colorado,US,"Broomfield, CO, USA",,yes,1,720.515.7643,
fa83325f-24eb-4b84-83c2-354a9345a25d,Ammos and Sea,Ammos and Sea,ammosandsea.com,Houston,Texas,US,"Houston, TX, USA",,yes,0,,
1c714d93-de98-4fb0-9899-0346fc007124,Amore & Fede,Amore & Fede,amorefede.com,Excelsior,Minnesota,US,"Excelsior, MN 55331, USA",,no,1,952-401-3392,
ccda4602-1a6e-45f3-b47a-12098ac10d30,Amore Boutique,,amoreboutiquexo.com,Taunton,Massachusetts,,,,no,1,+1 508-454-0287,
735a7b58-81dc-4f7c-9716-ced49a1d8c24,Amour Boutique,Amour Boutique,shopamourboutique.com,Auburn,Alabama,US,"Auburn, AL, USA",,yes,0,,
00be3cbf-306a-4f96-9328-c43fe03ac094,Ample Charm Boutique,Ample Charm Boutique,amplecharmboutique.com,Yuba City,California,US,"Yuba City, CA, USA",,yes,0,,
718144af-38e0-4894-adf0-fb416c841bfb,Amp’d Apparel,,ampdapparel.shop,Rogers,Arkansas,,,,yes,1,+1 818-554-6949,
85f4234e-914e-4184-b223-9dc407668705,Amrezy's Boutique,Amrezy's Boutique,amrezysboutique.com,Los Angeles,California,US,"Los Angeles, CA, USA",,yes,0,,
c1fe1395-6876-465f-b851-bf20a9225d5f,Amunni Boutique,,amunniboutique.com,Saint Clair,Michigan,,,,yes,1,+1 810-689-8437:+1 810-434-8751,
4e30f859-4cb5-4459-98f4-17bf09e0cf08,Amy Fashion,,fr.amyfashionshop.com,Sheridan,Wyoming,,,,yes,0,,
0743bc7e-53ad-4168-802d-f723d01d58e7,AmyDelsonJewelry,AmyDelsonJewelry,amydelsonjewelry.com,New York,New York,US,"New York, NY, USA",,yes,0,,
bf9ea477-da55-4984-a901-56109d712ceb,Amy’s Boutique Elizabethtown,,amysboutiquenc.com,Elizabethtown,North Carolina,,,,no,1,+1 910-991-3046,
ebb02fc8-33c8-472f-812a-af28a7fba0fd,Amélie's Boutique,Amélie's Boutique,amelies-boutique.com,Sheridan,Wyoming,US,"Sheridan, WY 82801, USA",,yes,1,+1 251-277-9710,
208d88e1-9841-4318-b922-7a2d30e28ee9,Ana Dupre,Ana Dupre,anadupre.com,Warsaw,Indiana,US,"Warsaw, IN, USA",,yes,0,,
35dd4ea3-661a-4de1-817c-aa6b77a280bb,Ana Mor,,anamorapparel.com,Secaucus,New Jersey,,,,yes,1,+1 929-371-8472:+1 929-445-6915,
3f861de2-b20c-4ccf-94e4-8b7e463f78b3,Ana Patricia Boutique,Ana Patricia Boutique,anapatriciaboutique.com,Milford,Nebraska,US,"Milford, NE 68405, USA",,yes,2,+14026417166,402-643-5605
1ec5c951-4105-4b3b-856f-964153f4102b,Anabaglish,Anabaglish,anabaglish.com,Lake Oswego,Oregon,US,"Lake Oswego, OR, USA",,no,1,(503) 484-5349,
87cf7fb6-6f66-4faf-9516-ab72ddd80e68,Anake Boutique,Anake Boutique,anakeboutique.com,Farmers Branch,Texas,US,"Farmers Branch, TX, USA",,no,0,,
9fbcdfcc-f8a4-4082-b499-e04e8b395091,Anandi Fashions,Anandi Fashions,anandifashions.com,Buffalo Grove,Illinois,US,"Buffalo Grove, IL, USA",,yes,1,+1 224-444-0363,
41306194-8b5e-4c7e-bc28-5969a0d86264,Anastashia's Kloset,Anastashia's Kloset,styldboutique.com,Orlando,Florida,US,"Orlando, FL, USA",,yes,0,,
a19323d1-c677-4a2d-a70d-bfe4eef7b445,Anastasia Boutique,Anastasia Boutique,anastasiaboutique.com,Laguna Beach,California,US,"Laguna Beach, CA, USA",,yes,3,+1-949-497-5761,(949) 497 1212 | (949) 497-8903
7292fa45-f4e1-4ccd-8601-2d2b945065d8,Anathallo Boutique,Anathallo Boutique,anathalloboutique.com,Pflugerville,Texas,US,"Pflugerville, TX, USA",,yes,0,,
0c96c7f9-3545-4c74-918d-ea68ed7aa1ba,Anatolian Treasury,,anatoliantreasury.com,St. Petersburg,Florida,,,,yes,1,+1 727-620-0026,
16c6eef4-eceb-4c5f-a9b4-b43984f9edd7,Anatomy Accessories,Anatomy Accessories,anatomyaccessories.com,Alhambra,California,US,"Alhambra, CA, USA",,yes,0,,
e8155ccc-40cd-4e55-8eae-7edf5119b488,Anatomy Clothing Boutique,Anatomy Clothing Boutique,anatomyclothingboutique.com,Brenham,Texas,US,"Brenham, TX 77833, USA",,yes,1,979-836-1914,
e5d87dcc-3831-432f-b980-bb88cf2ac148,Anavea Fashion House,Anavea Fashion House,anaveafashionhouse.com,Las Vegas,Nevada,US,"Las Vegas, NV, USA",,yes,0,,
6b86df25-1a0b-4739-b286-358096a094cd,Anavi Boutique,Anavi Boutique,anaviboutique.com,Philadelphia,Pennsylvania,US,"Philadelphia, PA, USA",,yes,0,,
f2b1ffac-9ea1-4117-b663-ffa7bfde6236,Anchor Apparel & More,Anchor Apparel & More,anchorapparelandmore.com,Shakopee,Minnesota,US,"Shakopee, MN, USA",,yes,0,,
5d5ee575-f1cc-4df7-ae78-5e4d16b500a8,Anchor Fusion Boutique,Anchor Fusion Boutique,anchorfusion.com,Killen,Alabama,US,"Killen, AL 35645, USA",,yes,0,,
c10cf8a0-e8fd-46f2-ad59-7ac842cee9b7,Anchora Bella Boutique,,anchorabella.com,Lee's Summit,Missouri,,,,yes,1,+1 816-317-4761,
4baa5dd7-b969-4f78-ae65-6f27136991f9,Anchored Soul Boutique MO,Anchored Soul Boutique MO,anchoredsoulboutique.com,Troy,Missouri,US,"Troy, MO, USA",,yes,0,,
ce8a6b86-03b9-468f-a3a1-aca5263574ff,And Our,And Our,andourlabel.com,San Francisco,California,US,"San Francisco, CA, USA",,yes,0,,
69617e37-a3e5-4cd8-83f7-9e3afd335459,Andantes Fashion and Hair Boutique,Andantes Fashion and Hair Boutique,andantesfashionandhairboutique.com,West Palm Beach,Florida,US,"West Palm Beach, FL, USA",,yes,0,,
acfd78a6-4394-4861-b699-8d9391909a99,Andar,Andar,www.andar.com,Gilbert,Active,US,"Gilbert, AZ, USA",,yes,0,,
9d7c9cd8-6c90-4e63-b699-20dbfd465ee9,Anderson & Ash,Anderson & Ash,andersonash.com,Powell,Tennessee,US,"Powell, TN 37849, USA",,yes,1,865-384-6979,
47a5a98b-d9de-4fb8-a859-102aa7da50d0,Anderson Ave boutique,Anderson Ave boutique,andersonaveboutique.com,Trussville,Alabama,US,"Trussville, AL, USA",,yes,1,205-537-1122,
4be58883-01dd-4fd4-8e73-5c256606109c,Andrea Folino Boutique,Andrea Folino Boutique,andreafolino.com,Kutztown,Pennsylvania,US,"Kutztown, PA 19530, USA",,yes,1,(484) 267-2939,
09ddd2eb-1134-4363-9d90-bec416513e3f,AndyLiz,AndyLiz,andyliz.com,Long Beach,California,US,"Long Beach, CA, USA",,yes,1,1(562)-426-6999,
4c12ce53-1c3e-4bd0-a780-f84d440b405e,Anela Vintage,Anela Vintage,anelavintage.com,Alpharetta,Georgia,US,"Alpharetta, GA, USA",,no,0,,
18024a4e-fb7b-492e-a90f-3b45551bb28a,Anethsboutique1,Anethsboutique1,anethsboutique1.com,Moreno Valley,California,US,"Moreno Valley, CA, USA",,yes,1,(951) 750-9160,
d63fb9d5-d664-422f-b586-511e5127fb66,Angel Creations Boutique,Angel Creations Boutique,angelcboutique.com,Memphis,Tennessee,US,"Memphis, TN, USA",,no,1,901-483-1256,
2d5dfa71-d1ef-4c12-b697-92ae4502ff49,Angel Lenzie - Boho Bazaar,Angel Lenzie - Boho Bazaar,angellenzie.com,Birmingham,Alabama,US,"Birmingham, AL, USA",,yes,0,,
3170177f-ad4b-4a40-be30-3073fa00507a,AngelParkBoutique,,angelparkboutique.com,Baltimore,Maryland,,,,no,1,+1 877-495-4185,
bfc6d418-13bb-4b20-b0ea-87a0a1070095,Angela Horton,Angela Horton,angelahorton.com,Hialeah,Florida,US,"Hialeah, FL, USA",,yes,2,646-350-2575,+18665257189
918e79f4-fbdf-43cd-b10d-7f3a6f2b2394,"Angela James Lifestyle Boutique, LLC","Angela James Lifestyle Boutique, LLC",angelajamesboutique.com,Glennville,Georgia,US,"Glennville, GA 30427, USA",,yes,0,,
c4837a58-86af-4d56-b6c6-72bb12695678,Angelic Jewelry,,angelicjewelry.com,Marietta,Georgia,,,,yes,1,+1 770-943-3515:+1 678-954-8002,
47bb3b77-b107-4b8d-82dc-d2a7b686449e,Angelina Belle Boutique,Angelina Belle Boutique,angelinabelle.com,New Orleans,Louisiana,US,"New Orleans, LA, USA",,yes,0,,
51b5c6cb-7823-4874-b110-8e5391a86c1f,Angels and Outlaws Boutique,Angels and Outlaws Boutique,angelsandoutlawsboutique.com,Fort Madison,Iowa,US,"Fort Madison, IA, USA",,no,0,,
da2ccae2-7b23-481c-970f-3fcc70b7f9da,Angelynn's,Angelynn's,angelynns.com,Whitewright,Texas,US,"Whitewright, TX 75491, USA",,yes,0,,
67244851-4bd4-4f98-a41b-d674be076ecf,Angie Brooke Boutique,Angie Brooke Boutique,angiebrookeboutique.com,Rutherfordton,North Carolina,US,"Rutherfordton, NC, USA",,yes,0,,
4a976781-c9b1-47a4-95a0-cae1c87e337e,Angie's Strength & Style Boutique,,angiesandersstrengthandstyle.com,Warsaw,Virginia,,,,yes,1,+1 804-250-1198,
93bb6abd-41cc-474d-9653-22e005c2d1a7,Angikole Boutique,Angikole Boutique,angikole.com,Lansing,Illinois,US,"Lansing, IL, USA",,yes,1,773-557-6168,
c2ba8d84-e7a1-4328-8d90-af0a4e612a40,Ania Boutique,Ania Boutique,shopaniaboutique.com,Fort Lauderdale,Florida,US,"Fort Lauderdale, FL, USA",,yes,1,+1 954-594-3637,
6857d086-05d6-4a75-a9c4-5ca9d935e6ed,Anibolic Apparel,Anibolic Apparel,anibolicanimeclothing.com,Jacksonville,Texas,US,"Jacksonville, TX 75766, USA",,no,0,,
9928db97-8861-42c1-873a-5d1e21eb14e0,Aniche Boutique,,anicheboutique.com,San Dimas,California,,,,yes,1,+1 909-394-9900,
9c245275-f4c6-4d98-8923-c2bb080b6844,Anicoletta's Boutique,Anicoletta's Boutique,anicolettasboutique.com,Riverview,Florida,US,"Riverview, FL, USA",,yes,1,(813) 751-7298,
76cc852a-a4b3-4dff-ac25-93582ed6baea,Anie Louis Lux Swimwear,Anie Louis Lux Swimwear,anielouisswimwear.com,Miami Beach,Florida,US,"Miami Beach, FL, USA",,yes,0,,
ef45655d-abfd-4f9c-8858-127eb2039407,Animal House,Animal House,animalhouseapparel.com,Westford,Massachusetts,US,"Westford, MA 01886, USA",,yes,0,,
4c001cd0-89e6-4c4b-8d08-fdbc79e94f8f,Animal House Venice,,animalhousevenice.com,Los Angeles,California,,,,yes,1,+1 310-392-5411,
19a2d4a5-f56c-460d-8be2-d619a56d60c9,Animbora.com,,animbora.com,Cañon City,Colorado,,,,yes,1,+86 189 2643 6196,
c6981809-3d42-4887-8a53-4499fe298889,Anissa's Threadz Boutique,Anissa's Threadz Boutique,anissasthreadz.com,Tustin,California,US,"Tustin, CA, USA",,yes,1,(714) 454-6054,
ca74e011-3fe6-4a44-943f-d44625e40720,Anita Rochelle Boutique,Anita Rochelle Boutique,anitarochelleboutique.com,Folsom,California,US,"Folsom, CA, USA",,yes,0,,
f6bce2e6-109e-42e4-a68a-c835704c6cc7,Anju Jewelry - Retail,Anju Jewelry - Retail,shopanju.com,Atlanta,Georgia,US,"Atlanta, GA, USA",,yes,2,404-221-0707,+1 888-234-1234
6ddef9ba-5610-48b8-8452-b0c379f11c14,Ann & Mae Boutique,Ann & Mae Boutique,shopannandmae.com,Lake Placid,Florida,US,"Lake Placid, FL 33852, USA",,yes,1,(863) 243-8218,
48619804-b0db-489b-b1e3-c7151da8ba04,Ann Fondren Design,Ann Fondren Design,annfondrendesign.com,Minnetonka,Minnesota,US,"Minnetonka, MN, USA",,yes,0,,
66bfaf93-da65-4e3e-af90-03f32495a0c8,Ann Marie's Boutique,Ann Marie's Boutique,annmariesboutique.com,Homestead,Florida,US,"Homestead, FL, USA",,yes,1,786-829-8639,
ff562221-5d75-4eab-bce5-d23d294d8cd9,Ann's Eyewear Boutique,Ann's Eyewear Boutique,annseyewearboutique.com,Twin Falls,Idaho,US,"Twin Falls, ID, USA",,yes,2,208-733-1067,208-733-7597
c1d6b55a-5ff3-41f0-951f-4487de9541d5,AnnLoren,AnnLoren,annloren.com,Fort Lauderdale,Florida,US,"Fort Lauderdale, FL, USA",,yes,0,,
c621ce99-1802-4de7-af6d-6cb2a22c340c,Anna & Company,Anna & Company,annaandcompany.com,Atascadero,California,US,"Atascadero, CA 93422, USA",,yes,1,805.464.2922,
66b0b6ba-2e60-463c-81ea-610492a6eed6,Anna Corinna,Anna Corinna,annacorinna.com,,New York,US,"Brooklyn, NY, USA",,yes,0,,
5f5f5c16-00bd-49cf-900b-bad7e2eda776,Anna Craig Boutique,,annacraigonline.com,Salisbury,North Carolina,,,,yes,1,+1 704-870-2391,
4b5171d8-385a-4be2-9711-ad0db5b09dfb,Anna Griffin Inc.,Anna Griffin Inc.,annagriffin.com,Atlanta,Active,US,"Atlanta, GA, USA",,yes,2,(888) 817-8170,(404) 817-8170
5261fa2c-038d-4ab5-b7bb-8b9a3c69d19e,Anna Jade Boutique,Anna Jade Boutique,shopannajade.com,Pontotoc,Mississippi,US,"Pontotoc, MS 38863, USA",,yes,1,662.659.0203,
7a0d4662-70de-4c21-9e52-09998b1ba06c,Anna Kay & Co,Anna Kay & Co,annakayandco.com,Raleigh,North Carolina,US,"Raleigh, NC, USA",,yes,0,,
2261090a-3053-43db-b0ec-8e559ac8ba6b,Anna Kaytes Boutique,Anna Kaytes Boutique,annakaytes.com,Grinnell,Iowa,US,"Grinnell, IA 50112, USA",,yes,1,641-236-4615,
5c67833f-6bfb-41cf-9ca3-cf2d0093e4b8,Anna Laura Boutique,Anna Laura Boutique,shopannalaura.com,Oilton,Texas,US,"Oilton, TX 78371, USA",,yes,0,,
9fc90947-b939-418b-8a41-910a10b9a63d,Anna-Grace Boutique,Anna-Grace Boutique,annagraceboutique.com,Clermont,Florida,US,"Clermont, FL, USA",,yes,0,,
d3bdabe4-3523-4ee3-9791-07276f453be8,Annabelle Arthur Boutique,Annabelle Arthur Boutique,annabellearthurboutique.com,Hebron,Kentucky,US,"Hebron, KY 41048, USA",,yes,2,513-996-0055,+18553946176
feb80a9f-f1a4-450f-9e23-fe26e2ed8c68,Annawear,Annawear,annawearnc.com,Highlands,North Carolina,US,"Highlands, NC 28741, USA",,yes,1,828-526-4660,
6feaf722-c84b-4eb6-81ac-20c7a016ccd0,Anneology Clothes,Anneology Clothes,anneologyclothes.com,Ortley Beach,New Jersey,US,"Ortley Beach, NJ US",,no,3,(732) 444-2112,(732) 889-8133 | (973) 291-6111
e6491dbc-a6bd-466c-afd1-a213608ae5c2,Annie & Co,Annie & Co,annieandcoboutique.com,Kelso,Washington,US,"Kelso, WA, USA",,yes,0,,
515897c9-da99-4bb2-b0db-9762d4f2f722,Annie Finch Boutique,Annie Finch Boutique,anniefinchboutique.com,Charleston,South Carolina,US,"Charleston, SC, USA",,yes,0,,
86e5e6c7-477c-45b8-aa7e-a5812f05dc08,Annie Jack TX,Annie Jack TX,anniejackboutique.com,Celina,Texas,US,"Celina, TX, USA",,yes,1,972-382-4500,
7575f355-cbad-4c3b-85ce-0bfef09b38fa,Annie Ks Boutique,Annie Ks Boutique,annieksboutique.com,Brookhaven,Mississippi,US,"Brookhaven, MS 39601, USA",,yes,2,601.990.8600,601.835.2444
48790c10-4af1-4557-8ec4-362572d93c58,Annie Latrice Boutique,Annie Latrice Boutique,annielatrice.com,Mobile,Alabama,US,"Mobile, AL, USA",,yes,0,,
e89bf0ab-4303-40b0-8a13-88ff39bc1a7b,Annie May Boutique,Annie May Boutique,anniemaysboutique.com,Deer Park,Texas,US,"Deer Park, TX, USA",,yes,0,,
ee8aa2ad-ac90-4e3e-a9ad-b066033304de,Annies Hallmark & Gretchens Hallmark,Annies Hallmark & Gretchens Hallmark,annieshallmark.com,Salem,Active,US,"Salem, NH 03079, USA",,yes,3,603-965-0020,603.898.1778 | (770) 643-0701
78b6f66b-db49-4a20-9af0-a71ac53fc74f,Annmarie D'Ercole Jewelry & Apparel,,shopannmarie.com,Del Mar,California,,,,yes,1,+1 858-436-7032,
4df8a2c9-13ea-4db4-ba3a-8efa7e437842,Another Decade,Another Decade,anotherdecade.com,,New York,US,"Queens, NY, USA",,yes,0,,
31b050cb-b234-46bc-8e15-669373835e84,Another Life NY,Another Life NY,anotherlifeny.com,New Hyde Park,New York,US,"New Hyde Park, NY, USA",,yes,0,,
